gisjoin,year,state,statea,county,countya,tracta,name,c_tot_housing_unt,c_occup_unt,c_vacant_unt,c_population,c_male_pop,c_female_pop,c_black_pop,c_ai_pop,c_asian_pop,c_pacific_islander_pop,c_multiracial_pop,c_hispanic_pop,c_white_pop,c_perc_male,c_perc_female,c_perc_black,c_perc_asian,c_perc_pacific_islander,c_perc_ai,c_perc_multiracial,c_perc_hispanic,c_perc_white,c_median_age_tot,c_mean_household_size_tot,c_total_households,c_hh_type_family,c_hh_type_family_husband_wife,c_hh_type_family_other_family,c_hh_type_family_single_male,c_hh_type_family_single_female,c_hh_type_nonfamily,c_living_alone,c_roommates,c_hh_with_children,c_hh_family_with_children,c_generations_3plus,c_generations_under3,c_mean_family_size_tot,c_total_occupied_housing_units,c_owner_occupied_units,c_renter_occupied_units,c_perc_fam_hh,c_perc_nonfam_hh,c_perc_married_hh,c_perc_single_householder_fam_hh,c_perc_living_alone,c_perc_roommates,c_perc_child_hh,c_perc_child_fam_hh,c_perc_owner_occ,c_perc_renter_occ,s_tot_mtw,s_mtw_perc_carpooled,s_mtw_perc_drove_alone,s_mtw_perc_public_transport,s_mtw_perc_bike,s_mtw_perc_walk,s_tot_ttw,s_weighted_avg_ttw,s_tot_edu,s_edu_perc_nohs,s_edu_perc_hs,s_edu_perc_some_college,s_edu_perc_college,s_edu_perc_gradschool,s_median_household_income,s_tot_public_assistance_households,s_perc_public_assistance_income,s_median_family_income,s_percapita_income,s_tot_occ,s_occ_perc_aggriculture,s_occ_perc_construction_manufacturing,s_occ_perc_trade,s_occ_perc_transport_warehousing_utils,s_occ_perc_info,s_occ_perc_finance,s_occ_perc_professional,s_occ_perc_edu_health,s_occ_perc_arts_rec_accomodations_food,s_occ_perc_public_admin,s_tot_employment_status,s_tot_foreign_lang,s_employment_status_perc_unemployed,s_foreign_lang_perc_spoken,s_med_num_rooms,s_med_yr_bult,s_med_rent,s_med_hous_val,s_tot_occupied_units,s_tot_owner_occupied,s_tot_renter_occupied,s_perc_util_gas,s_perc_gas,s_perc_elect,s_perc_oil_ker,s_perc_coal_coke,s_perc_wood,s_perc_solar,s_perc_other,s_perc_no_fuel,s_perc_comp_plump,s_perc_incom_plump,s_perc_owner_no_vehi,s_perc_owner_vehi,s_perc_renter_no_vehi,s_perc_renter_vehi
G3600470083400,2010,New York,36,Kings County,047,083400,Census Tract 834,572,544,28,1701,738,963,1558,4,17,0,70,75,26,43.386243386243386,56.613756613756614,91.59318048206937,0.9994121105232217,0,0.23515579071134626,4.11522633744856,4.409171075837742,1.5285126396237507,42.3,3.13,544,450,257,193,26,167,94,81,13,183,182,80,464,3.41,544,411,133,82.72058823529412,17.27941176470588,47.24264705882353,35.47794117647059,14.88970588235294,2.389705882352941,33.63970588235294,33.455882352941174,75.55147058823529,24.448529411764707,1018,8.840864440078585,26.227897838899807,60.51080550098232,0,0,973,49.4737923946557,1530,17.58169934640523,31.895424836601304,17.77777777777778,26.601307189542485,6.143790849673202,83141,634,0,83654,26325,1074,0,6.610800744878957,4.655493482309125,9.497206703910614,2.700186219739292,8.100558659217876,13.500931098696462,31.936685288640597,3.5381750465549344,9.404096834264433,1530,1530,30,12.352941176470589,5.9,1939,1036,455400,634,541,93,92.2712933753943,0,0,7.72870662460568,0,0,0,0,0,100,0,16.0813308687616,83.9186691312384,56.989247311828,43.010752688172
G3600470083600,2010,New York,36,Kings County,047,083600,Census Tract 836,727,686,41,1929,884,1045,1779,5,14,0,47,88,37,45.82685329186107,54.17314670813893,92.2239502332815,0.7257646448937273,0,0.2592016588906169,2.436495593571799,4.561949196474858,1.9180922757905652,39.6,2.81,686,492,238,254,52,202,194,162,32,245,243,81,605,3.31,686,388,298,71.7201166180758,28.279883381924197,34.69387755102041,37.02623906705539,23.61516034985423,4.664723032069971,35.714285714285715,35.42274052478135,56.559766763848394,43.440233236151606,1002,7.18562874251497,32.43512974051897,57.98403193612774,0.998003992015968,0,988,56.70040485829959,1499,14.2761841227485,32.55503669112742,18.145430286857906,30.887258172114745,4.1360907271514344,61774,764,0,62319,23553,1053,0,0,8.736942070275404,7.88224121557455,6.172839506172839,9.021842355175687,9.306742640075974,34.5679012345679,7.502374169040836,3.9886039886039883,1499,1499,29.352901934623084,17.07805203468979,5.4,1942,1074,459200,764,439,325,86.2565445026178,1.17801047120419,0,12.565445026178,0,0,0,0,0,100,0,14.8063781321184,85.1936218678815,65.8461538461538,34.1538461538462
G3600470083800,2010,New York,36,Kings County,047,083800,Census Tract 838,735,703,32,2189,1013,1176,1981,1,35,0,77,130,37,46.27683873915029,53.72316126084971,90.4979442667885,1.5989036089538604,0,0.04568296025582458,3.5175879396984926,5.938784833257195,1.6902695294655095,41,3.1,703,560,313,247,61,186,143,113,30,245,241,89,614,3.44,703,479,224,79.65860597439544,20.34139402560455,44.52347083926031,35.13513513513514,16.073968705547653,4.267425320056899,34.85064011379801,34.28165007112376,68.13655761024182,31.863442389758177,1345,3.6431226765799254,31.226765799256505,55.53903345724906,1.5613382899628252,8.029739776951674,1345,44.76728624535316,1645,19.878419452887538,26.018237082066868,18.419452887537993,30.516717325227965,5.167173252279635,66127,769,2.4707412223667102,73438,26031,1345,0,5.278810408921933,10.185873605947956,16.87732342007435,3.1226765799256504,7.211895910780669,6.765799256505576,34.20074349442379,0.7434944237918215,8.104089219330856,1645,1645,24.86322188449848,8.206686930091186,5.7,1943,1133,435400,769,585,184,87.5162548764629,0,0,12.4837451235371,0,0,0,0,0,100,0,23.2478632478632,76.7521367521368,82.6086956521739,17.3913043478261
G3600470084000,2010,New York,36,Kings County,047,084000,Census Tract 840,777,757,20,2412,1073,1339,2165,11,36,0,54,172,69,44.485903814262024,55.514096185737984,89.75953565505804,1.4925373134328357,0,0.45605306799336653,2.2388059701492535,7.131011608623548,2.8606965174129355,42.5,3.17,757,588,293,295,55,240,169,146,23,260,257,115,642,3.61,757,461,296,77.67503302509907,22.324966974900924,38.70541611624835,38.969616908850725,19.28665785997358,3.038309114927345,34.34610303830912,33.949801849405546,60.898282694848085,39.101717305151915,1060,12.547169811320755,27.452830188679243,58.11320754716981,0,0,1040,46.06057692307692,1765,15.807365439093484,40.73654390934844,18.356940509915017,20.679886685552407,4.419263456090651,58625,810,1.2345679012345678,68563,22485,1070,0,4.018691588785047,13.457943925233645,9.906542056074766,2.0560747663551404,9.532710280373832,4.953271028037383,38.22429906542056,4.112149532710281,6.16822429906542,1765,1765,34.844192634560905,36.71388101983003,5.9,1944,1066,399200,810,515,295,77.7777777777778,1.23456790123457,0,20.9876543209877,0,0,0,0,0,100,0,17.8640776699029,82.1359223300971,54.2372881355932,45.7627118644068
G3600470084600,2010,New York,36,Kings County,047,084600,Census Tract 846,711,668,43,1963,878,1085,1792,1,15,2,74,95,39,44.72745797249109,55.27254202750892,91.2888436067244,0.7641365257259297,0.10188487009679062,0.05094243504839531,3.769740193581253,4.839531329597555,1.9867549668874174,40.9,2.93,668,496,238,258,50,208,172,143,29,212,212,73,595,3.36,668,383,285,74.25149700598801,25.748502994011975,35.62874251497006,38.622754491017965,21.407185628742514,4.341317365269461,31.736526946107784,31.736526946107784,57.33532934131736,42.66467065868264,794,4.659949622166247,30.60453400503778,61.586901763224176,0,3.1486146095717884,794,50.5919395465995,1367,6.583760058522311,29.18800292611558,21.72640819312363,32.991953182150695,9.509875640087785,72533,693,2.3088023088023086,92882,29160,832,0,1.8028846153846152,10.697115384615383,6.610576923076923,5.649038461538462,3.6057692307692304,11.057692307692307,42.54807692307692,11.057692307692307,2.644230769230769,1367,1367,40.81931236283833,9.656181419166057,5.7,1947,1069,401900,693,433,260,73.7373737373737,1.58730158730159,1.73160173160173,22.9437229437229,0,0,0,0,0,100,0,26.0969976905312,73.9030023094688,39.6153846153846,60.3846153846154
G3600470084800,2010,New York,36,Kings County,047,084800,Census Tract 848,564,534,30,1750,799,951,1677,12,6,0,29,80,12,45.65714285714286,54.34285714285715,95.82857142857144,0.34285714285714286,0,0.6857142857142857,1.657142857142857,4.571428571428571,0.6857142857142857,39.5,3.26,534,411,225,186,42,144,123,99,24,199,198,82,452,3.68,534,311,223,76.96629213483146,23.03370786516854,42.13483146067416,34.831460674157306,18.53932584269663,4.49438202247191,37.265917602996254,37.07865168539326,58.239700374531836,41.760299625468164,839,0,30.870083432657925,62.09773539928486,3.9332538736591176,1.5494636471990464,839,53.50655542312276,1241,16.76067687348912,34.891216760676876,15.71313456889605,22.72360999194198,9.91136180499597,60964,569,0,72500,34941,851,0,8.343125734430082,2.82021151586369,9.753231492361927,3.172737955346651,12.808460634547592,3.055229142185664,35.60517038777908,8.81316098707403,13.160987074030553,1241,1241,36.502820306204676,1.20870265914585,5.9,1939,1179,449800,569,429,140,64.323374340949,0,0,35.676625659051,0,0,0,0,0,100,0,31.4685314685315,68.5314685314685,68.5714285714286,31.4285714285714
G3600470085000,2010,New York,36,Kings County,047,085000,Census Tract 850,449,431,18,1374,596,778,1266,1,11,0,25,47,48,43.37700145560407,56.62299854439592,92.13973799126637,0.8005822416302766,0,0.0727802037845706,1.8195050946142648,3.420669577874818,3.4934497816593884,42.1,3.19,431,342,188,154,36,118,89,67,22,153,152,60,371,3.55,431,339,92,79.35034802784223,20.649651972157773,43.619489559164734,35.730858468677496,15.54524361948956,5.104408352668213,35.498839907192576,35.266821345707655,78.65429234338747,21.34570765661253,617,2.755267423014587,35.008103727714754,51.86385737439222,0,7.779578606158834,609,51.814449917898195,988,5.364372469635628,37.65182186234818,30.465587044534416,24.79757085020243,1.7206477732793521,61563,428,2.102803738317757,90301,20942,635,0,1.7322834645669292,14.173228346456693,13.700787401574804,1.889763779527559,7.4015748031496065,12.440944881889763,28.661417322834648,4.724409448818897,9.133858267716535,988,988,33.097165991902834,9.109311740890687,5.8,1940,1023,388200,428,322,106,91.1214953271028,0,1.4018691588785,7.47663551401869,0,0,0,0,0,100,0,14.5962732919255,85.4037267080745,67.9245283018868,32.0754716981132
G3600470085200,2010,New York,36,Kings County,047,085200,Census Tract 852,10,9,1,29,17,12,28,0,0,0,1,1,0,58.620689655172406,41.37931034482759,96.55172413793103,0,0,0,3.4482758620689653,3.4482758620689653,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G3600470085400,2010,New York,36,Kings County,047,085400,Census Tract 854,720,668,52,2052,910,1142,1921,8,22,0,29,141,18,44.346978557504876,55.65302144249513,93.61598440545808,1.0721247563352825,0,0.3898635477582846,1.4132553606237817,6.871345029239766,0.8771929824561403,38,3.07,668,521,255,266,50,216,147,122,25,269,267,87,581,3.44,668,371,297,77.9940119760479,22.005988023952096,38.17365269461078,39.82035928143712,18.263473053892216,3.74251497005988,40.26946107784431,39.970059880239525,55.53892215568862,44.461077844311376,1012,1.185770750988142,22.92490118577075,66.99604743083005,0.7905138339920948,8.102766798418973,1012,53.83102766798419,1306,7.3506891271056665,44.33384379785605,20.444104134762632,25.957120980091887,1.914241960183767,67625,689,0,80446,26366,1050,1.7142857142857144,2,6.761904761904762,12.571428571428573,0.7619047619047619,7.333333333333333,13.238095238095237,42.19047619047619,7.523809523809525,5.142857142857142,1306,1306,25.344563552833076,28.101071975497703,5.7,1939,1076,439500,689,456,233,95.5007256894049,0,0,4.49927431059506,0,0,0,0,0,100,0,40.3508771929825,59.6491228070175,42.9184549356223,57.0815450643777
G3600470085600,2010,New York,36,Kings County,047,085600,Census Tract 856,1476,1362,114,3608,1525,2083,3317,21,22,1,89,260,43,42.26718403547672,57.732815964523276,91.93458980044346,0.6097560975609756,0.02771618625277162,0.582039911308204,2.466740576496674,7.206208425720622,1.1917960088691795,37,2.65,1362,934,345,589,103,486,428,370,58,501,499,127,1235,3.21,1362,360,1002,68.57562408223201,31.42437591776799,25.33039647577093,43.245227606461086,27.165932452276063,4.258443465491924,36.784140969163,36.63729809104259,26.431718061674008,73.568281938326,1790,2.905027932960894,20.22346368715084,69.27374301675978,0,3.2960893854748603,1713,54.14711033274956,2571,7.584597432905485,34.34461299105406,19.486581096849477,34.57798521975885,4.006223259432128,45887,1426,4.137447405329593,49670,24719,1846,0,6.392199349945829,3.4669555796316356,8.992416034669557,4.1711809317443125,13.976164680390033,10.346695557963164,32.82773564463705,9.750812567713977,1.9501625135427951,2571,2571,24.659665499805524,16.02489303772851,4.3,1951,924,374400,1426,496,930,64.3057503506311,1.19214586255259,0.841514726507714,33.6605890603086,0,0,0,0,0,98.7789203084833,1.22107969151671,37.9032258064516,62.0967741935484,62.5806451612903,37.4193548387097
G3600470085800,2010,New York,36,Kings County,047,085800,Census Tract 858,860,812,48,2434,1085,1349,2272,10,20,1,65,91,23,44.57682826622843,55.42317173377157,93.34428923582581,0.8216926869350863,0.041084634346754315,0.4108463434675432,2.6705012325390305,3.7387017255546424,0.9449465899753493,36.6,3,812,578,261,317,66,251,234,173,61,305,302,94,718,3.54,812,367,445,71.18226600985221,28.817733990147783,32.142857142857146,39.039408866995075,21.305418719211822,7.512315270935961,37.5615763546798,37.19211822660098,45.19704433497537,54.80295566502463,1096,3.64963503649635,25.638686131386862,65.23722627737226,0,4.014598540145985,1080,45.922222222222224,1848,9.145021645021645,43.073593073593074,22.9978354978355,17.0995670995671,7.683982683982683,46406,886,0,53725,20654,1133,0,0.9708737864077669,1.7652250661959399,15.710503089143865,0.617828773168579,9.002647837599294,12.88614298323036,41.57105030891439,5.29567519858782,5.207413945278023,1848,1848,30.303030303030305,17.20779220779221,5.4,1939,981,455500,886,387,499,79.7968397291196,2.37020316027088,3.38600451467269,14.4469525959368,0,0,0,0,0,100,0,43.4108527131783,56.5891472868217,45.2905811623246,54.7094188376754
G3600470086000,2010,New York,36,Kings County,047,086000,Census Tract 860,1271,1192,79,3426,1575,1851,3176,11,30,3,63,202,43,45.97197898423818,54.028021015761816,92.70286047869234,0.8756567425569177,0.08756567425569177,0.3210741389375365,1.838879159369527,5.896088733216579,1.2551079976649153,37,2.83,1192,839,360,479,110,369,353,285,68,464,459,146,1046,3.36,1192,342,850,70.38590604026845,29.61409395973154,30.201342281879196,40.18456375838927,23.909395973154364,5.704697986577181,38.92617449664429,38.50671140939597,28.691275167785236,71.30872483221476,1236,3.3171521035598706,20.711974110032365,70.71197411003236,0,3.074433656957929,1209,57.60711331679074,2130,19.014084507042252,35.539906103286384,18.92018779342723,21.87793427230047,4.647887323943662,41453,1158,8.290155440414509,46736,20863,1247,0,0.6415396952686447,7.457898957497995,12.750601443464316,3.6888532477947074,2.8067361668003206,13.953488372093023,41.299117882919006,3.2878909382518042,4.170008019246191,2130,2130,42.25352112676056,24.131455399061032,4.3,1939,1126,354700,1158,356,802,74.4386873920553,0.77720207253886,0,24.7841105354059,0,0,0,0,0,97.0381917381138,2.9618082618862,57.5842696629214,42.4157303370786,66.2094763092269,33.7905236907731
G3600470086200,2010,New York,36,Kings County,047,086200,Census Tract 862,1154,1071,83,2996,1302,1694,2799,14,26,2,27,141,32,43.45794392523364,56.54205607476636,93.42456608811749,0.8678237650200267,0.06675567423230974,0.46728971962616817,0.9012016021361816,4.706275033377837,1.0680907877169559,36.4,2.8,1071,729,314,415,66,349,342,288,54,415,412,95,976,3.39,1071,245,826,68.0672268907563,31.932773109243694,29.31839402427638,38.74883286647993,26.89075630252101,5.042016806722689,38.74883286647993,38.468720821662004,22.875816993464053,77.12418300653596,1656,0,21.79951690821256,62.43961352657005,0,12.862318840579709,1608,48.576492537313435,1913,11.866178776790381,33.76894929430214,18.504966021955045,33.559853633037115,2.300052273915316,35795,1132,1.76678445229682,51856,19753,1706,0,14.009378663540446,12.192262602579133,4.161781946072685,2.813599062133646,6.916764361078546,13.188745603751464,33.821805392731534,4.7479484173505275,1.5826494724501756,1913,1913,22.739153162571878,19.49817041296393,4.5,1939,1039,371400,1132,243,889,71.9964664310954,0,0,27.1201413427562,0,0,0,0.88339222614841,0,95.4509177972865,4.54908220271349,37.037037037037,62.962962962963,65.3543307086614,34.6456692913386
G3600470086400,2010,New York,36,Kings County,047,086400,Census Tract 864,780,723,57,2231,958,1273,2137,11,8,0,42,94,13,42.940385477364416,57.05961452263559,95.78664276109367,0.3585835948005379,0,0.49305244285073957,1.8825638727028238,4.21335723890632,0.5826983415508741,39.1,3.09,723,548,255,293,46,247,175,147,28,292,287,98,625,3.51,723,345,378,75.79529737206086,24.20470262793914,35.26970954356847,40.52558782849239,20.33195020746888,3.872752420470263,40.387275242047025,39.695712309820195,47.71784232365145,52.282157676348554,1323,1.5117157974300832,36.13000755857899,58.1254724111867,0,4.232804232804233,1323,51.969765684051396,1810,10.773480662983426,33.646408839779006,23.535911602209943,22.81767955801105,9.226519337016574,86042,773,0,88698,26546,1348,0,8.753709198813056,9.792284866468842,15.578635014836795,1.1869436201780417,5.86053412462908,5.192878338278932,35.75667655786351,2.8189910979228485,8.753709198813056,1810,1810,27.18232044198895,12.70718232044199,5.4,1939,1072,484500,773,416,357,73.0918499353169,0,0,26.908150064683,0,0,0,0,0,97.4296205630355,2.5703794369645,8.89423076923077,91.1057692307692,52.1008403361345,47.8991596638655
G3600470086600,2010,New York,36,Kings County,047,086600,Census Tract 866,1285,1189,96,3149,1359,1790,3007,7,10,0,61,128,13,43.15655763734519,56.843442362654805,95.49063194664973,0.31756113051762463,0,0.22229279136233726,1.9371228961575102,4.0647824706255955,0.412829469672912,38.9,2.65,1189,794,326,468,89,379,395,332,63,418,413,116,1073,3.23,1189,389,800,66.77880571909168,33.22119428090833,27.417998317914215,39.36080740117746,27.922624053826745,5.298570227081581,35.155592935239696,34.73507148864592,32.716568544995795,67.2834314550042,1378,9.361393323657474,19.15820029027576,58.998548621190125,0,7.329462989840348,1307,54.288446824789595,2202,23.93278837420527,33.287920072661215,15.66757493188011,22.252497729336966,4.85921889191644,36458,1110,1.5315315315315314,43464,16835,1378,0,2.9753265602322205,7.837445573294629,6.60377358490566,1.6690856313497822,6.821480406386067,7.6923076923076925,40.638606676342526,3.0478955007256894,3.265602322206096,2202,2202,41.643960036330604,22.3433242506812,4.4,1943,1130,470600,1110,503,607,72.2522522522522,0.36036036036036,2.34234234234234,25.045045045045,0,0,0,0,0,98.8225399495374,1.17746005046257,32.6043737574553,67.3956262425447,80.7248764415156,19.2751235584843
G3600470086800,2010,New York,36,Kings County,047,086800,Census Tract 868,1239,1134,105,3156,1351,1805,2934,14,45,0,41,136,68,42.80735107731306,57.19264892268695,92.9657794676806,1.4258555133079849,0,0.4435994930291508,1.2991128010139417,4.309252217997465,2.1546261089987326,37.4,2.78,1134,794,306,488,96,392,340,293,47,433,429,118,1016,3.32,1134,253,881,70.01763668430335,29.98236331569665,26.984126984126984,43.03350970017637,25.83774250440917,4.144620811287478,38.18342151675485,37.83068783068783,22.310405643738974,77.68959435626103,1410,3.546099290780142,22.836879432624112,67.73049645390071,0,1.9148936170212765,1354,57.41432791728213,1890,25.07936507936508,43.28042328042328,15.343915343915343,11.428571428571429,4.867724867724868,31023,1135,0.7929515418502203,48750,16359,1434,0,13.249651324965134,11.436541143654114,6.624825662482567,0,6.206415620641562,8.437935843793584,37.029288702928866,7.461645746164574,3.0683403068340307,1890,1890,25.66137566137566,22.857142857142858,4.2,1939,1081,378400,1135,252,883,77.1806167400881,0,0,22.8193832599119,0,0,0,0,0,96.3607594936709,3.63924050632911,12.3015873015873,87.6984126984127,68.4031710079275,31.5968289920725
G3600470087000,2010,New York,36,Kings County,047,087000,Census Tract 870,1226,1154,72,3204,1402,1802,3005,8,15,4,51,161,48,43.757802746566796,56.24219725343321,93.78901373283396,0.46816479400749067,0.12484394506866417,0.24968789013732834,1.5917602996254683,5.024968789013733,1.4981273408239701,38.6,2.72,1154,784,335,449,102,347,370,298,72,402,399,121,1033,3.29,1154,342,812,67.93760831889082,32.06239168110919,29.02946273830156,38.908145580589256,25.82322357019064,6.239168110918544,34.835355285961874,34.575389948006936,29.636048526863085,70.36395147313691,1244,11.254019292604502,18.327974276527332,63.9871382636656,0.8842443729903537,4.983922829581994,1237,52.87631366208569,1806,14.673311184939092,39.202657807308974,13.842746400885936,26.301218161683277,5.980066445182724,38262,1007,2.4826216484607744,45868,20176,1281,0,3.9032006245121003,6.401249024199844,9.601873536299765,4.371584699453552,3.51288056206089,15.846994535519126,43.63778298204527,4.683840749414521,1.873536299765808,1806,1806,32.33665559246955,13.067552602436322,4,1939,1035,419400,1007,274,733,81.1320754716981,1.5888778550149,2.97914597815293,13.2075471698113,0,0,0,1.09235352532274,0,95.7831325301205,4.21686746987952,6.56934306569343,93.4306569343066,79.399727148704,20.600272851296
G3600470087200,2010,New York,36,Kings County,047,087200,Census Tract 872,1107,1031,76,2868,1243,1625,2737,7,10,3,41,138,14,43.340306834030685,56.659693165969315,95.43235704323571,0.3486750348675035,0.10460251046025104,0.24407252440725244,1.4295676429567643,4.811715481171548,0.4881450488145049,40.5,2.78,1031,727,303,424,79,345,304,255,49,343,338,112,919,3.32,1031,442,589,70.51406401551891,29.485935984481088,29.388942774005823,41.1251212415131,24.733268671193017,4.75266731328807,33.268671193016495,32.78370514064016,42.8709990300679,57.12900096993211,1520,5.131578947368421,23.157894736842106,65.52631578947368,0,6.184210526315789,1520,52.63421052631579,2161,11.01341971309579,45.67329939842665,11.892642295233689,27.20962517353077,4.211013419713096,47422,1097,0.7292616226071102,54779,25684,1557,0,5.073859987154785,8.991650610147719,3.0828516377649327,1.220295439948619,4.56005138086063,10.276172125883107,52.408477842003855,3.5966602440590876,6.74373795761079,2161,2161,28.597871355853773,16.890328551596482,4.5,1939,839,427100,1097,493,604,78.4867821330902,0.820419325432999,1.36736554238833,18.3226982680036,0,0,0,1.00273473108478,0,98.655462184874,1.34453781512605,34.4827586206897,65.5172413793103,42.5496688741722,57.4503311258278
G3600470087401,2010,New York,36,Kings County,047,087401,Census Tract 874.01,1428,1346,82,3142,1373,1769,2671,9,21,0,78,277,236,43.698281349458945,56.301718650541055,85.00954805856142,0.668364099299809,0,0.2864417568427753,2.4824952259707196,8.816040738383196,7.511139401654996,40.8,2.33,1346,738,310,428,78,350,608,541,67,378,376,111,1235,3.18,1346,219,1127,54.82912332838039,45.17087667161962,23.031203566121842,31.79791976225854,40.193164933135215,4.977711738484398,28.083209509658246,27.934621099554235,16.2704309063893,83.7295690936107,1521,12.22879684418146,15.450361604207757,62.98487836949376,0,9.335963182117029,1521,47.03747534516765,2647,23.536078579523988,35.05855685681904,22.70494899886664,15.715904797884397,2.9845107669059314,26915,1368,2.5584795321637426,60893,17585,1521,0,8.80999342537804,14.201183431952662,13.477975016436556,0.5259697567389875,8.80999342537804,7.5608152531229464,38.26429980276134,0.8547008547008548,1.7094017094017095,2647,2647,41.292028711749154,35.02077823951643,3.8,1947,908,571000,1368,431,937,78.2894736842105,2.41228070175439,3.7280701754386,15.5701754385965,0,0,0,0,0,98.3286908077994,1.67130919220056,12.5290023201856,87.4709976798144,70.5442902881537,29.4557097118463
G3600470087600,2010,New York,36,Kings County,047,087600,Census Tract 876,634,594,40,1742,798,944,1361,0,10,1,24,87,296,45.80941446613088,54.19058553386912,78.12858783008036,0.5740528128587831,0.0574052812858783,0,1.377726750861079,4.994259471871413,16.991963260619976,34.8,2.93,594,414,205,209,45,164,180,152,28,228,226,53,541,3.55,594,269,325,69.6969696969697,30.303030303030305,34.51178451178451,35.18518518518518,25.589225589225588,4.713804713804714,38.38383838383838,38.04713804713805,45.28619528619529,54.71380471380471,625,2.08,21.6,68.16,0,8.16,625,39.4992,1112,16.18705035971223,34.352517985611506,15.467625899280577,21.043165467625897,12.949640287769784,51473,580,3.9655172413793105,58232,24837,625,0,10.08,6.239999999999999,8.48,4.8,0,3.36,45.440000000000005,6.4,10.72,1112,1112,36.69064748201439,34.352517985611506,4.4,1958,904,408200,580,234,346,57.2413793103448,15.8620689655172,1.72413793103448,25.1724137931034,0,0,0,0,0,100,0,20.5128205128205,79.4871794871795,61.849710982659,38.150289017341
G3600470087800,2010,New York,36,Kings County,047,087800,Census Tract 878,1012,960,52,3006,1323,1683,2782,6,13,1,57,165,60,44.01197604790419,55.98802395209581,92.54823685961411,0.4324683965402528,0.0332667997338656,0.19960079840319359,1.8962075848303395,5.489021956087824,1.996007984031936,41.1,2.66,960,669,237,432,72,360,291,242,49,366,361,82,878,3.15,960,153,807,69.6875,30.312499999999996,24.6875,45,25.208333333333332,5.104166666666667,38.125,37.604166666666664,15.937499999999998,84.0625,1154,4.592720970537262,13.864818024263432,62.47833622183708,1.0398613518197575,17.24436741767764,1145,52.39650655021834,2139,32.678821879382895,40.626460963066855,9.30341280972417,15.007012622720897,2.3842917251051894,35990,876,7.077625570776255,34303,14536,1154,0,8.752166377816291,6.499133448873485,4.072790294627383,3.119584055459272,8.492201039861353,0.8665511265164645,43.67417677642981,7.0190641247833625,9.358752166377817,2139,2139,47.96633941093969,15.381019167835436,4,1939,1071,434200,876,80,796,55.9360730593607,0,3.53881278538813,40.5251141552511,0,0,0,0,0,100,0,10,90,67.5879396984925,32.4120603015075
G3600470088000,2010,New York,36,Kings County,047,088000,Census Tract 880,1176,1118,58,2863,1241,1622,2690,9,19,0,46,176,52,43.34614041215508,56.65385958784491,93.95738735592036,0.6636395389451625,0,0.31435557107928747,1.6067062521830249,6.147397834439399,1.8162766329025497,39.8,2.56,1118,739,338,401,62,339,379,336,43,371,368,109,1009,3.17,1118,424,694,66.10017889087658,33.89982110912344,30.23255813953488,35.86762075134168,30.05366726296959,3.8461538461538463,33.18425760286225,32.91592128801431,37.924865831842574,62.07513416815742,1300,1.4615384615384615,28.076923076923077,56.99999999999999,0,7.6923076923076925,1225,42.33714285714286,1847,12.723335138061723,31.402273957769356,22.9020032485111,26.25879805089334,6.713589604764484,49652,1117,5.461056401074306,46944,24501,1311,0,11.670480549199084,5.263157894736842,14.187643020594965,1.2967200610221206,1.6781083142639208,1.6018306636155606,49.8093058733791,7.246376811594203,4.3478260869565215,1847,1847,28.09962100703844,4.114780725500812,4.2,1946,962,372400,1117,499,618,69.0241718889884,2.14861235452104,4.56580125335721,24.2614145031334,0,0,0,0,0,98.5420240137221,1.45797598627787,31.4629258517034,68.5370741482966,42.5566343042071,57.4433656957929
G3600470088200,2010,New York,36,Kings County,047,088200,Census Tract 882,2674,2529,145,6740,2915,3825,6377,34,32,5,104,383,18,43.24925816023739,56.75074183976261,94.61424332344214,0.4747774480712166,0.0741839762611276,0.5044510385756676,1.543026706231454,5.682492581602374,0.26706231454005935,35.7,2.66,2529,1773,685,1088,184,904,756,679,77,979,976,210,2319,3.21,2529,418,2111,70.1067615658363,29.8932384341637,27.08580466587584,43.02095689996046,26.848556741795175,3.044681692368525,38.71095294582839,38.59232898378806,16.52827204428628,83.47172795571373,2617,3.095147115017195,21.360336262896446,74.09247229652274,0,1.4520443255636224,2617,51.204814673290024,4198,16.079085278704145,38.66126727012863,24.20200095283468,20.557408289661744,0.5002382086707956,32181,2434,3.0402629416598193,34955,17650,2688,0,10.416666666666668,16.071428571428573,9.449404761904761,1.9345238095238095,7.03125,7.440476190476191,35.714285714285715,4.501488095238095,3.199404761904762,4198,4198,38.232491662696525,14.101953311100523,4,1958,1076,452900,2434,324,2110,65.9819227608874,0.534100246507806,8.5456039441249,23.3771569433032,0,0,0,0.986031224322103,0.57518488085456,98.6481411941419,1.35185880585805,15.4320987654321,84.5679012345679,67.9620853080569,32.0379146919431
